2020-06-01,10
2020-06-02,13
2020-06-03,25
2020-06-04,19
2020-06-05,16
2020-06-06,16
2020-06-07,17
2020-06-08,8
2020-06-09,12
2020-06-10,11
2020-06-11,29
2020-06-12,17
2020-06-13,13
2020-06-14,11
2020-06-15,12
2020-06-16,28
2020-06-17,19
2020-06-18,11
2020-06-19,14
2020-06-20,15
2020-06-21,13
2020-06-22,23
2020-06-23,20
2020-06-24,31
2020-06-25,58
2020-06-26,50
2020-06-27,34
2020-06-28,43
2020-06-29,45
2020-06-30,34
2020-07-01,35
2020-07-02,99
2020-07-03,54
2020-07-04,79
2020-07-05,61
2020-07-06,60
2020-07-07,87
2020-07-08,99
2020-07-09,99
2020-07-10,70
2020-07-11,80
2020-07-12,110
2020-07-13,58
2020-07-14,66
2020-07-15,162
2020-07-16,102
2020-07-17,114
2020-07-18,101
2020-07-19,96
2020-07-20,86
2020-07-21,59
2020-07-22,85
2020-07-23,126
2020-07-24,96
2020-07-25,91
2020-07-26,87
2020-07-27,61
2020-07-28,76
2020-07-29,85
2020-07-30,61
2020-07-31,47
2020-08-01,65
2020-08-02,60
2020-08-03,19
2020-08-04,68
2020-08-05,42
2020-08-06,40
2020-08-07,30
2020-08-08,30
2020-08-09,47
2020-08-10,25
2020-08-11,35
2020-08-12,30
2020-08-13,38
2020-08-14,39
2020-08-15,15
2020-08-16,19
2020-08-17,28
2020-08-18,18
2020-08-19,33
2020-08-20,58
2020-08-21,28
2020-08-22,24
2020-08-23,75
2020-08-24,18
2020-08-25,14
2020-08-26,35
2020-08-27,53
2020-08-28,22
2020-08-29,30
2020-08-30,22
2020-08-31,14
2020-09-01,29
2020-09-02,23
2020-09-03,37
2020-09-04,16
2020-09-05,23
2020-09-06,10
2020-09-07,11
2020-09-08,21
2020-09-09,6
2020-09-10,27
2020-09-11,12
2020-09-12,14
2020-09-13,18
2020-09-14,21
2020-09-15,16
2020-09-16,14
2020-09-17,37
2020-09-18,28
2020-09-19,26
2020-09-20,8
2020-09-21,20
2020-09-22,21
2020-09-23,23
2020-09-24,57
2020-09-25,54
